ItemNumber,UPC,GTIN,Category,Brand,Name,Varietal,BlendDetails,Vintage,WineType,BarrelAged,Age,Proof,Style,Country,SubRegion,BottleSize,BottleUOM,Closure,BottleMaterial,BottleHeight,BottleWidth,BottleDepth,BottleWeight,BottlesPerCase,VolumeCaseLiters,CaseWidth,CaseDepth,CaseHeight,CaseWeight,CaseCube,Ti,Hi,CasesPerPallet,CasesProduced,Vinification,Kosher,Mevushal,KosherCertifyingAgency,GlutenFree,Vegan,TastingNote,FoodPairing,WinemakersDistillers,ProductionProcess,SoilType,Topography,AgingProcess,ABVProof,pH,Acidity,ResidualSugarGL,Brix,Awards,Reviews,Rating
12310,040885186109,10040885186106,Wines Under,Kesser,MELODY N/M 750 ML,,,,Red,No,,,Sweet,USA,New York,750,ML,Screw Cap,Glass,0,0,0,0,12,9,9.1,12.4,11.5,32.55,0.75,15,4,60,,,Kosher For Passover,No,OK; Rabbi Weissmandl; Lubavitch Beis Din,No,No,,,,0,,,,4.00,,,,0,,,
12340,040885186048,10040885186045,Wines Under,Kesser,HARMONY N/MEVUSHAL 750 ML,,,,Red,No,,,Sweet,USA,New York,750,ML,Screw Cap,Glass,0,0,0,0,12,9,9.1,12.4,11.5,32.55,0.75,15,5,75,,,Kosher For Passover,No,OK; Rabbi Weissmandl; Lubavitch Beis Din,No,No,,,,0,,,,12.00,,,,0,,,
10210,087752001394,10087752001391,Wines Under,Kedem Wines,CONCORD NATURAL 750 ML,Concord,,,Red,No,,,Sweet,USA,New York,750,ML,,Glass,0,0,0,0,12,9,9.3,12.4,11.8,32.15,0.79,15,5,75,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,11.50,,,,0,,,
10270,087752004142,10087752004149,Wines Under,Kedem Wines,CREAM MALAGA 750 ML,,,,Red,No,,,Sweet,USA,New York,750,ML,,Glass,0,0,0,0,12,9,9.3,12.4,11.7,32,0.78,15,5,75,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,7.00,,,,0,,,
10820,087752004104,10087752004101,Wines Over,Kedem Wines,MARSALA 750 ML,,,,Red,No,,,Sweet,USA,New York,750,ML,,Glass,0,0,0,0,12,9,9.3,12.4,11.6,32.15,0.77,0,0,75,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,17.00,,,,0,,,
10240,087752002490,10087752002497,Wines Under,Kedem Wines,CREAM RED CONCORD 750 ML,Concord,,,Red,No,,,Sweet,USA,New York,750,ML,,Glass,0,0,0,0,12,9,9.1,12.4,11.8,32.1,0.77,15,5,75,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,9.00,,,,0,,,
10850,087752002056,10087752002053,Wines Over,Kedem Wines,PORT N.Y.S. 750 ML,,,,Red,No,,,Sweet,USA,New York,750,ML,,Glass,0,0,0,0,12,9,9.6,13,12,34.4,0.87,15,5,75,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,18.00,,,,0,,,
10621,087752009291,10087752009298,Wines Under,Kedem Wines,MATUK KAL 4.5% 1.5 LIT,,,,Red,No,,,Sweet,USA,New York,1.50,L,,Glass,0,0,0,0,6,9,9.5,14.2,11.3,33.2,0.88,13,5,65,,,Kosher For Passover,No,OU; Tzelem Rav,No,No,,,,0,,,,4.50,,,,0,,,
10751,087752019849,10087752003814,Wines Under,Kedem Wines,BURGUNDY M SERIES 1.5 LIT,,,,Red,No,,,Semi Dry,USA,New York,1.50,L,,Glass,0,0,0,0,6,9,9.6,13.7,11.8,32.1,0.9,13,5,65,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,12.00,,,,0,,,
10250,087752002681,10087752002688,Wines Under,Kedem Wines,CREAM ROSE 750 ML,,,,Rose,No,,,Sweet,USA,New York,750,ML,,Glass,0,0,0,0,12,9,9.1,12.4,11.7,32.1,0.76,15,5,75,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,9.00,,,,0,,,
10352,087752003497,10087752003494,Wines Under,Kedem Wines,KEDEM 144 ROUGE 750 ML,,,,Sparkling,No,,,Semi Dry,USA,New York,750,ML,,Glass,0,0,0,0,12,9,9.9,13.2,12.9,36.55,0.98,14,4,56,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,9.00,,,,0,,,
10281,087752003817,10087752003814,Wines Under,Kedem Wines,CREAM NIAGARA 1.5 LIT,,,,Red,No,,,Sweet,USA,New York,1.50,L,,Glass,0,0,0,0,6,9,9.5,14.2,11.6,32.4,0.91,13,5,65,,,Kosher For Passover,No,OU; Tzelem Rav,No,No,,,,0,,,,9.00,,,,0,,,
10310,087752005897,10087752005894,Wines Under,Kedem Wines,BLUSH CONCORD 750 ML,Concord,,,Rose,No,,,Sweet,USA,New York,750,ML,,Glass,0,0,0,0,12,9,9.1,12.5,11.7,32.05,0.77,15,5,75,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,7.00,,,,0,,,
10271,087752004135,10087752004132,Wines Under,Kedem Wines,CREAM MALAGA 1.5 LIT,,,,Red,No,,,Sweet,USA,New York,1.50,L,,Glass,0,0,0,0,6,9,9.2,14.2,11.7,32.75,0.88,13,5,65,,,Kosher For Passover,No,OU; Tzelem Rav,No,No,,,,0,,,,7.00,,,,0,,,
10130,087752001363,10087752001360,Wines Under,Kedem Wines,MALAGA 750 ML,,,,Red,No,,,Sweet,USA,New York,750,ML,,Glass,0,0,0,0,12,9,9.1,12.4,11.3,32.8,0.74,15,5,75,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,11.50,,,,0,,,
36690,851561007058,10851561007055,Imports Under,Carmel Wines,SELECTED MEDITERRANEAN RED BLEND 750 ML,,Shiraz/Carignan/Petite Sirah/Viognier,2020,Red,No,,,Dry,Israel,Shomron,750,ML,Natural Cork,Glass,0,0,0,0,12,9,8.9,12.2,12.6,34.85,0.79,0,0,80,,"Crushing, fermentation under controlled temperature, pressing, MLF in cement tanks, ageing in cement tanks.",Kosher For Passover,Yes,OU; Chug Chasam Sofer (Bnei Brak),No,No,"Dark garnet in color with on the nose and palate black cherry, pepper, dried violets and pomegranate with supple tannins on the finish.",,Iftah Perets,0,,,Bottle aged,14.50,3.8,5,DRY,0,,,
36340,851561007119,10851561007116,Imports Under,Carmel Wines,MALBEC SV CARMEL 750 ML,Malbec,,2016,Red,No,,,Dry,Israel,,750,ML,Diam,Glass,0,0,0,0,6,4.5,9.4,12.4,6.9,18.95,0.47,9,9,81,,"Crushing,  fermentation under controlled temperature, pressing, MLF in stainless steel and oak barrels, ageing in oak barrels.",Kosher For Passover,No,OU; Chug Chasam Sofer (Bnei Brak),No,No,,,Iftah Perets,0,,,Bottle aged,15.00,3.66,6,DRY,0,,,
39080,851561007089,10851561007086,Imports Under,Yatir,ROSE YATIR 750 ML,,53% Grenache/35% Mourvedre/12% Tempranillo,2020,Rose,No,,,Dry,Israel,Judean Hills,750,ML,,Glass,11.75,3,3,3.05,6,4.5,9.5,12.75,6.5,19.25,0.35,0,0,98,,,Kosher For Passover,No,OU; Chug Chasam Sofer (Bnei Brak),No,No,"Pink Rose petal in color. On the nose and palate, wild strawberries, sour cherries, peach as well as citrus blossom and mineral with refreshing acidity on the finish.",,,0,,,,12.00,,,,0,,,
32935,087752023969,10087752023966,Imports Under,Jezreel,ALFA JEZREEL 750 ML,,Syrah/Argaman/Cabernet Sauvignon,2019,Red,No,,,Dry,Israel,Galilee,750,ML,Natural Cork,Glass,11.85,2.85,2.85,2.65,12,9,9.6,12.6,12.2,32.8,0.87,14,5,70,670,Each varietal was handpicked into small containers without compression and sorted carefully. Part of the wine was fermented and aged in French oak barrels for 12 months and and some was fermented and aged in stainless steel. After mixing the wine rested for one month until it was bottled.  ,Kosher For Passover,Yes,OK; Babad,No,No,"Dark garnet in color with on the nose fresh ripe blackberries and cherries as well as spices. Medium to full-bodied with on the palate fresh black and red berries as well as plums, graphite and roasted herbs with fine acidity and soft tannins rising on the moderately long finish.",Light beef and poultry meals and Mediterranean dishes.,Yehuda Nahar,0,,Mediterranean climate,French oak + Stainless steel ,14.10,,0.14000000000000001,,0,,,
40680,087752022163,10087752022150,Imports Under,French Selections,CHATEAU LAMOTHE CISSAC 750 ML,,,2019,Red,No,,,Dry,France,Bordeaux,750,ML,Natural Cork,Glass,11.75,2.8,2.8,2.85,12,9,11.8,18.9,6.2,35.55,0.8,7,6,42,,,Kosher For Passover,No,OU; Rabbi Seckbach,No,No,,,,0,,,,13.00,,,,0,,,
14990,019962401701,,Wines Under,Covenant,NESHAMA COVENANT 750 ML,,Petit Verdot (60%)/Malbec (30%)/Syrah (10%),2017,Red,No,,,Dry,USA,"Sonoma County, California",750,ML,Cork,Glass,12.25,3,3,3.55,12,9,9.6,13.2,12.4,43.75,0.91,14,4,56,279,"Native yeast fermentation, native malolcatic fermentation, unfiltered, unfined.",Kosher For Passover,No,OU; Rabbi Babad (Tartikover Rebbe),No,No,"Full-bodied and concentrated, with on the palate blackberries, blueberries and earth, followed by notes of freshly cracked pepper, spices, licorice with medium-plus acidity and searing tannins coating the mouth with notes of coffee beans on a very long and earthy finish.","Beef, steak, chicken, barbecue, mushroom dishes",Jeff Morgan and Jonathan Hajdu,0,,,18 Months in 100% French oak (50% new),14.40,3.68,6,,0,,,
38602,087752023518,,Imports Under,Stoudemire,TULIP STOUDEMIRE RESERVE 750 ML,Cabernet Sauvignon,,2019,Red,No,,,Dry,Israel,Kfar Tikva,750,ML,,Glass,0,0,0,0,12,9,9.5,11,12.8,35.05,0.77,14,5,70,,,Kosher For Passover,No,OK; Tarkitov; Beit Yosef,No,No,"Made of 100% Cabernet Sauvignon grapes harvested from a vineyard deep in the Upper Galilee. This wine was aged for 6 months in French oak barrels and is elegant, medium bodies with a delightful fruity finish.",,,0,,,,14.50,,,,0,,,
10620,087752009185,10087752009182,Wines Under,Kedem Wines,MATUK KAL 4.5% 750 ML,,,,Red,No,,,Sweet,USA,New York,750,ML,,Glass,0,0,0,0,12,9,9.1,12.4,11.7,32.25,0.76,15,5,75,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,4.50,,,,0,,,
19790,087752024003,10087752024000,Wines Under,Pacifica,RIESLING PACIFICA 750 ML,Riesling,,2019,White,No,,,Semi Dry,USA,Washington,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.7,12.4,13.4,36.45,0.93,0,0,44,,,Kosher For Passover,No,OU; Rabbi Fisher; Vaad of Oregon,No,No,"Bright straw in color with green reflections. On the nose, lime peels, green apple and stone fruit with notes of fresh spring flowers. Light to medium-bodied, with on first attack sweet green apple and apricot, lime, white peach, chalk, wet stones as well as notes of lemon drops with medium-plus acidity balancing out the light and pleasant sweetness of this off-dry Riesling on a fairly long finish. Very well-made.",,,0,,,,12.50,,,,0,,,
13410,08775202246,,Wines Under,Terra Gratia,TERRA GRATIA RED BLEND 750 ML,,,2018,Red,No,,,Dry,USA,California,750,ML,Natural Cork,Glass,12.5,2.75,2.75,3.2,6,4.5,6.4,9.1,13.4,19.65,0.45,28,4,56,,,Kosher For Passover,No,OK,No,No,,,,0,,,,14.80,,,,0,,,
19260,090282555633,10090282555633,Wines Under,Hagafen,WHITE RIESLING LAKE C HAGAFEN 750 ML,Riesling,,2020,White,No,,,Semi Dry,USA,"Lake County, California",750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.8,12.7,13.5,35.8,0.97,14,4,56,,,Kosher For Passover,Yes,OU,No,No,"Complex, aromatic, fruity and well-balanced structure. Aromas of litchi, Royal Anne cherries, and",,,0,,,,11.00,,,,0,,,
22060,0874537252146,110874537252143,Imports Under,Tzafona Cellars,RIESLING TZAFONA CELLARS 750 ML,Riesling,Riesling,2017,White,No,,,Off Dry,Canada,,750,ML,Synthetic Cork,Glass,0,0,0,0,12,9,9.5,12.7,13.3,33.75,0.93,0,0,60,,"Crushed, Pressed, Controlled temp fermentation, aged in stainless.",Kosher For Passover,No,COR; Mehadrin Toronto,No,No,,"A versatile food-pairing wine, this will shine alongside chicken or fish marinated in citrus or white wine. This wine is also suitable for pairing with Vegan dishes.",Avraham Gislason/Scott MacGregor,0,"Mineral-rich mix of sand, gravel, loam and clay",Unique micro climate of hot humid summer with very  cold winter,bottle aged,12.00,2.96,7.5,13,0,,,
22340,087752010419,10087752010416,Imports Under,Goose Bay,SAUVIGNON BLANC GOOSE BAY 750 ML,Sauvignon Blanc,Sauvignon Blanc,2019,White,No,,,Dry,New Zealand,,750,ML,Screw Cap,Glass,0,0,0,0,12,9,10.3,14.1,11.1,35.15,0.93,11,6,66,6500,"Crushing, pressing, flotation, fermentation under controlled temperature, ageing in stainless steel tanks.",Kosher For Passover,Yes,OU; KAF,No,No,"Bright colored with notes of fresh grapefruit, grass and kiwi as well as a long, nicely acidic finish.","Pan fried fish, Apsragus, and pasta.",Rutherford and Randell,0,Clay Loam.,"Cold winter, warm summer, sunny and dry autumn with cool nights. Hillside vineyards.",Bottle aged,12.50,3.11,7.8,1.1000000000000001,0,,,
23225,087752015742,10087752015749,Imports Under,Elvi,HERENZA RESERVA ELVI WINES 750ML,Tempranillo,Tempranillo,2016,Red,No,,,Dry,Spain,Rioja,750,ML,Cork,Glass,0,0,0,0,6,4.5,10.3,13,7.5,18.75,0.58,13,7,117,600,"Harvest date in October. After a field manual selection, the grapes were stripped and pressed, going through a peristaltic pump to 9.000 kg tanks. Controlled temp. fermentation at 26ÂºC. Taken from the cask after 16 days of maceration, discarding the wine from the press.  Aged 30 months in new and 2 years old oak barrels (70%) American and (30%) French. Bottled in June 2017. 
",Kosher For Passover,No,OU; Rabbi Katz of Charedim Israel; Federation of Synagogues (London),No,No,"Attractive deep cherry with violet glints color. Intense aroma with finesse and elegance, with mature red and black fruits well blended. powerful, luscious and mouth-filling, withsweet and mature tannins.",,Anne AletÃ ,0,Clay-ferrous soils.,"We can find a combination of Atlantic and Mediterranean climate, with a strong influence the last one as we penetrate into the territory from west to east, evolving toward a driest and hottest climate. The annual average precipitation is around 400 mm.",Aged 30 months in new and 2 years old oak barrels (70%) American and (30%),14.50,,5.6,1.6,0,,,
23235,087752014301,10087752014308,Imports Under,Elvi,HERENZA RIOJA ELVI WINES 750ML,Tempranillo,Tempranillo,2019,Red,No,,,Dry,Spain,Rioja,750,ML,Cork,Glass,0,0,0,0,12,9,9.3,12.4,12.4,31.4,0.83,0,0,75,1700,"Harvest date in 25th October. After a field manual selection, the grapes were stripped and pressed, going through a peristaltic pump to 15.000 kg tanks, controlling the fermentation at max. 25 degrees Celsius. Taken from the cask after 15 days of maceration, discarding the wine from the press. Aged 5 months in oak barrels (70% American and  30% French), the wine was bottled in April 2018. ",Kosher For Passover,Yes,OU; Rabbi Katz of Charedim Israel; Federation of Synagogues (London),No,No,"Deep ruby red in color with notes of black and red fruit, tobacco and espresso leading to a well-balanced finish.",,Anne AletÃ ,0,Clay-ferrous soils.,"We can find a combination of Atlantic and Mediterranean climate, with a strong influence the last one as we penetrate into the territory from west to east, evolving toward a driest and hottest climate. The annual average precipitation is around 400 mm.",5 months in oak barrels,14.10,,5.0999999999999996,1.8,0,,,
23762,087752021118,10087752021115,Imports Under,Capcanes,PERAJ HAABIB CAPCANES 375 ML,,"35% Carinyena, 35% Grenache noir, 30% Cabernet Sauvignon",2019,Red,No,,,Dry,Spain,,375,ML,Natural Cork,Glass,10.24,2.36,2.36,0.7,12,4.5,10.8,8.26,11.41,20.72,0.58,0,0,108,,,Kosher For Passover,Yes,OU; Rabbi Katz of Charedim Israel,No,No,,,,0,,,,15.00,,,,0,,,
30210,087752019610,10087752019617,Imports Under,Teperberg,CABERNET SAUVIGNON VISION TEPERBERG 750ML,Cabernet Sauvignon,,2020,Red,No,,,Dry,Israel,,750,ML,Diam,Glass,0,0,0,0,12,9,8.8,11.6,12.9,34.55,0.76,17,5,85,32000,"Destemmed, crushed, yeast pitched, fermentation under controlled temperature with dynamic pump-overs, pressed at dryness, MLF, racking.",Kosher For Passover,Yes,OU; Badatz Eidah Chareidit; Machfud,No,No,"A delicious, rich and smooth wine, with well-focused currant, black cherry and chocolate flavors that are supported by spicy oak nuances in the background.",Fried chicken or stir fry.,"Shiki Rauchberger, Olivier Fratty, Dani Friedenberg",0,Pale Rendzina,"Hill slope,  Mediterranean climate ",3 months with French and American oak ,12.50,3.79,5.7,dry,0,,,
30270,087752021279,10087752021276,Imports Under,Teperberg,SHIRAZ VISION TEPERBERG 750ML,Shiraz,,2020,Red,No,,,Dry,Israel,,750,ML,Diam,Glass,0,0,0,0,12,9,8.5,14.6,13,34.6,0.93,17,5,85,11000,"Destemmed, crushed, yeast pitched, fermentation under controlled temperature with dynamic pump-overs, pressed at dryness, MLF, racking.",Kosher For Passover,Yes,OU; Badatz Eidah Chareidit; Machfud,No,No,"The Shiraz Vision is a round, flattering wine, typical of the Mediterranean wines. It is characterized by a balanced acidity and a rich texture.",Roquefort cheese or lamb kebabs.,"Shiki Rauchberger, Olivier Fratty, Dani Friedenberg",0,Pale Rendzina,"Hill slope,  Mediterranean climate ",3 months with French and American oak ,12.50,3.75,5.4,dry,0,,,
30310,087752019696,10087752019693,Imports Under,Teperberg,CABERNET SAUVIGNON ESSENCE TEPERBERG 750 ML,Cabernet Sauvignon,,2017,Red,No,,,Dry,Israel,,750,ML,Diam,Glass,0,0,0,0,6,4.5,10.9,13.8,7.5,23.25,0.65,11,8,88,14000,"Destemmed, crush, cold soaked, alcoholic fermentation in stainless steel at 28â„ƒ, extended maceration, pressed, MLF in stainless steel tank, barrel aged, bottle aged.",Kosher For Passover,No,OU; Badatz Eidah Chareidit; Machfud,No,No,"The wine is dark and concentrated, bursting with scents of raspberries, blueberries, and slightly sweet plum, surrounded by abundant aromas of toasted oak, coffee, and earth. It has a rich, heavy body, with an outstanding ripe fruit flavor, caressing sweetness and delightful tartness.",Rich meats or stews.,"Shiki Rauchberger, Olivier Fratty, Dani Friedenberg",0,Pale Rendzina,"Hill slope,  Mediterranean climate ","18 months new French oak, 6 months bottle aged",14.50,3.75,6,dry,0,,,
30350,087752019719,10087752019716,Imports Over,Teperberg,FORTESSE ESSENCE TEPERBERG 750 ML,Merlot,,2019,Red,No,,,Sweet,Israel,,750,ML,Diam,Glass,0,0,0,0,6,4.5,7.5,11.4,12.4,20.9,0.61,20,5,100,1760,"Destemmed, crushed, fermentation at 28â„ƒ with dryamic pump-over regimens, addition of grape brandy to stop fermentation, barrel aged.",Kosher For Passover,No,OU; Badatz Eidah Chareidit; Machfud,No,No,"This Port-style fortified red dessert wine is made from Merlot. It has a rich and concentrated body with notes of blackberry jam, spices and candied walnuts.",Chocolate cake or Cuban cigar.,"Shiki Rauchberger, Olivier Fratty, Dani Friedenberg",0,Tera Rossa,"Mountainous, cooler Mediterranean climate ",15 months used oak barrels ,16.00,3.58,4.9000000000000004,135,0,,,
30416,087752019672,10087752019679,Imports Under,Teperberg,CABERNET SAUVIGNON SEMI DRY IMPRESSION TEPERBERG 750ML,Cabernet Sauvignon,,2020,Red,No,,,Semi Dry,Israel,,750,ML,Diam,Glass,0,0,0,0,12,9,9,11.4,13.1,34.75,0.78,17,5,85,11000,"Destemmed, crushed, alcoholic fermentation in stainless steel tank at 28â„ƒ for seven days, pressed at dryness, MLF in stainless steel tank, barrel aged and backsweetened with grape sugar. ",Kosher For Passover,Yes,OU; Badatz Eidah Chareidit; Machfud,No,No,"A semi dry Cabernet, featuring notes of plum compote, blueberry jam and cinnamon.",Duck breast in a sweet dsauce or with blue cheese.,"Shiki Rauchberger, Olivier Fratty, Dani Friedenberg",0,Pale Rendzina,"Hill slope,  Mediterranean climate ",6 months French and American oak barrels,13.00,3.75,5.5,14,0,,,
30560,087752013236,10087752013233,Imports Under,Ben Ami,ZMORA CABERNET SAUV SEMI SWEET 750 ML,Cabernet Sauvignon,,2020,Red,No,,,Semi Sweet,Israel,Galilee,750,ML,Natural Cork,Glass,12.4,2.8,2.8,2.8,12,9,9,12.3,12.7,34.2,0.8,0,0,80,,,Kosher For Passover,Yes,OK; Chug Chasam Sofer; (Petach Tikvah); Rabbi Berger,No,No,,,,0,,,,12.00,,,,0,,,
30820,087752012659,0110087752012656,Imports Under,Tzuba,CHARDONNAY TZUBA 750 ML,Chardonnay,,2019,White,No,,,Dry,Israel,Judean Hills,750,ML,,Glass,0,0,0,0,12,9,10.5,13.5,12.3,34.3,1.01,10,5,55,,,Kosher For Passover,No,OK,No,No,"Rich aromas of lemon peel, burgundy barrel, and delicate minerals and butter.",,,0,,,,13.50,,,,0,,,
34310,087752007419,10087752007416,Imports Under,Binyamina,CABERNET SAUV RSV BINYAMINA 750 ML,Cabernet Sauvignon,,2018,Red,No,,,Dry,Israel,Galilee,750,ML,Natural Cork,Glass,0,0,0,0,12,9,13.1,19.6,7.5,38.85,1.11,0,0,56,,,Kosher For Passover,Yes,OU; Chug Chasam Sofer (Bnei Brak),No,No,"Aromas of raspberries, cassis, roasted coffee beans and mint. A full-bodied, balanced and generous wine.",,,0,,,,14.00,,,,0,,,
35140,087752020784,10087752020781,Imports Under,Shiloh,PRIVILEGE SHILOH 750 ML,,Cabernet Sauvignon/Cabernet Franc/Syrah/Grenache,2020,Red,No,,,Dry,Israel,Judean Hills,750,ML,Cork,Glass,12,2.8,2.8,0,12,9,9.6,11.6,12.4,33.1,0.8,0,0,75,,,Kosher For Passover,Yes,OK; Chug Chasam Sofer (Bnei Brak),No,No,"Dark ruby red. Medium bodied with aromas/flavors of red forest fruits with hints of caramel, spices/Mediterranean herbs.",,Amichai Lourie,0,,,,14.50,3.63,6.31,4,0,,,
35145,10087752020798,10087752021351,Imports Under,Shiloh,HEROES EDITION SHILOH 750 ML,,,2014,Red,No,,,Dry,Israel,,750,ML,,Glass,0,0,0,0,12,9,10.7,13.5,13.9,43.8,1.16,11,5,55,,,Kosher For Passover,Yes,OK; Chug Chasam Sofer (Bnei Brak),No,No,,,,0,,,,14.90,,,,0,,,
14068,087752015315,10087752015312,Wines Under,Jeunesse,PINK MOSCATO JEUNESSE B H 750 ML,Moscato,,2020,Rose,No,,,Semi Sweet,USA,California,750,ML,Natural Cork,Glass,11.8,2.8,2.8,2.9,12,9,8.9,12,12,32.55,0.74,15,4,68,,,Kosher For Passover,Yes,OU; Rabbi Weinberger; Rabbi Teichman,No,No,Decadent hints of white peach and butterscotch come together in a burst of playful bright pink. A light and crisp finish.,,,0,,,,8.00,,,,0,,,
35214,087752016541,10087752016548,Imports Under,Psagot,CABERNET SAUV PSAGOT MEVUSHAL 750 ML,Cabernet Sauvignon,,2019,Red,No,,,Dry,Israel,Judean Hills,750,ML,,Glass,0,0,0,0,12,9,9.2,12.4,12.4,32.75,0.82,14,5,70,,,Kosher For Passover,Yes,OU; Badatz Edah HaChareidis,No,No,Rich red and dark forest fruits overlayed by vanilla and spices.,,,0,,,,15.00,,,,0,,,
35280,087752019191,10087752019198,Imports Under,Psagot,ROSE PSAGOT (NM)750 ML,,,2020,Rose,No,,,Dry,Israel,,750,ML,Natural Cork,Glass,0,0,0,0,12,9,10,13.4,12,34.15,0.93,0,0,70,2049,,Kosher For Passover,No,OU; Badatz Edah HaChareidis,No,No,,,Yaacov Oryah,0,Limestone Soil,,,12.00,,,,0,,,
35515,087752020135,10087752020132,Imports Under,Zion,Zion Winery Reserve Cabernet Sauvignon 750ml,Cabernet Sauvignon,,2019,Red,No,,,Dry,Israel,Galilee,750,ML,,Glass,0,0,0,0,12,9,8.93,12,12.8,32,0.85,0,0,75,,,Kosher For Passover,No,OU; Badatz Jerusalem,No,No,"Rich, intense wine combines ripe black cherry and plum with blackberry and cassis flavors, hints of fresh herbs, spices and vanilla.",,,0,,,,15.00,,,,0,,,
39690,877520147214,0110087752014728,Imports Under,Alexander,CABERNET FRANC RESERVE ALEXANDER 750 ML,Cabernet Franc,,2018,Red,No,,,Dry,Israel,,750,ML,,Glass,0,0,0,0,12,9,12.5,20.2,7.1,38.6,1.04,7,8,56,,,Kosher For Passover,No,OU; Rabbi Babad,No,No,"Dark purple color with pronounced ripe fruit aroma and oak, with depth, full body and tannins, and lots of wild berry flavors.",,,0,,,,13.80,,,,0,,,
37470,087752016473,10087752016470,Imports Under,Or Haganuz,AMUKA SHIRAZ 750 ML,Shiraz,,2020,Red,No,,,Dry,Israel,Galilee,750,ML,Tec Cork,Glass,0,0,0,0,12,9,9.4,12.4,12.1,35.2,0.82,15,5,75,300,"Hand picking harvest, crushing, controlled temperature fermentation, remontage, pressing, flotation, ageing in french oak. ",Kosher For Passover,No,OU; Badatz Jerusalem,No,No,"aroma of very ripe, red fruit, with a hint of berries and toasted oak wood, a velvety taste with balanced sourness and a seasoned finish.",,Aharon Ziv,0,Terra Rossa,"The winter prior to the growing season was characterized by warm temperatures relative to previous years, which caused an awakening and early ripening. During the growing season, the temperatures were relatively warm but not extreme, and near the vintage time the temperatures dropped significantly, allowing for desired phenolic maturation","French Oak, 6 months",14.00,3.7,5,0.3,0,,,
37475,087752016442,10087752016449,Imports Under,Or Haganuz,AMUKA MERLOT 750 ML,,,2013,,No,,,,,,750,ML,,,0,0,0,0,12,9,9.7,12.5,12.2,32.85,0.86,15,5,75,,,,No,,No,No,,,,,,,,14.00,,,,,,,
39663,087752014431,0110087752014438,Imports Under,Alexander,AMAROLO ALEXANDER 750ML,,40% Cabernet Sauvignon/40% Merlot/7% Petite Verdot/6% Cabernet Franc/4% Shiraz/and 3% Grenache,2016,Red,No,,,Dry,Israel,,750,ML,,Glass,0,0,0,0,6,4.5,13,23.4,3.6,25.75,0.63,5,13,65,,,Kosher For Passover,No,OU; Rabbi Babad,No,No,,,,0,,,,15.50,,,,0,,,
40412,087752017777,10087752017774,Imports Under,French Selections,CHATEAU LA TONNELLE 750 ML,,Cabernet Sauvignon/Merlot,2017,Red,No,,,Dry,France,,750,ML,Natural Cork,Glass,0,0,0,0,12,9,11.9,18.9,6.4,35.65,0.83,7,8,56,1000,"Crushing, pressing, flotation, fermentation under controlled temperature, ageing in stainless steel tanks.",Kosher For Passover,No,OU; Rabbinate of Paris,No,No,"Deep cherry red in color, with on the nose and palate earth, pepper, raspberries, blackberries as well as hints of smoked wood. Medium to full-bodied and delicious.",,,0,,,,13.00,,,,0,,,
42541,087752021507,10087752021504,Imports Sparklng,French Selections,CHAMPAGNE BARONS ROTHSCHILD 1.5LIT,,Pinot Noir/Chardonnay,,White,No,,,Dry,France,,1.50,L,,Glass,0,0,0,0,3,4.5,16,15.9,5.9,28.65,0.87,9,9,81,,,Kosher For Passover,Yes,OU; Rabbi Seckbach,No,No,,,,0,,,,12.00,,,,0,,,
42585,087752023716,10087752023713,Imports Sparklng,Drappier,DRAPPIER NATURE BRUT CHAMPAGNE,,,,Sparkling,No,,,Dry,France,,750,ML,,Glass,0,0,0,0,12,9,12.6,19.9,7.6,44.15,1.1,0,0,50,,,Kosher For Passover,Yes,OU; Rabbi Seckbach,No,No,"For lovers of pure sensations we have created a 100% Pinot Noir cuvee with no dosage. It contains only the wine's natural residual sugar at less than 2g per bottle. Moreover, the use of an absolute minimum of sulphur gives the wine the freedom to express itself totally. On the nose there is crisp and at the same time ripe fruit. On the palate it is upright and pure, with abundant finesse and freshness.",,,0,,,,12.00,,,,0,,,
23010,033293005711,11033293005717,Imports Sparklng,Freixenet,FREIXENET BRUT CAVA 750ML,,,,Sparkling,No,,,Dry,Spain,,750,ML,Natural Cork,Glass,0,0,0,0,6,4.5,7.3,10.6,12.8,22.35,0.57,20,5,100,,,Kosher For Passover,Yes,OU; Kosher Federation,No,No,"Medium-sized bubbles with a pleasant mousse and notes of yeast, baked pears and lemon curd. Absolutely delicious.",,,0,,,,12.00,,,,0,,,
